name,address,type
_filbuf,0x462ed1,library
FUN_00462fb2,0x462fb2,library
_read,0x46317f,library
FUN_00463206,0x463206,library
FUN_0046322a,0x46322a,library
FUN_00463233,0x463233,library
_dosmaperr,0x46323c,library
FUN_004632af,0x4632af,library
_lseek_lk,0x4634ad,library
_lseek,0x463521,library
FUN_004635a8,0x4635a8,library
_openfile,0x4635cc,library
_getstream,0x463734,library
FUN_0046384d,0x46384d,library
FUN_00463856,0x463856,library
_write,0x4639fb,library
FUN_00463a82,0x463a82,library
FUN_00463aa6,0x463aa6,library
FUN_00463aec,0x463aec,library
FUN_00463aff,0x463aff,library
_stbuf,0x463b0c,library
_ftbuf,0x463b94,library
_mbctoupper,0x463bbe,library
FUN_00463c43,0x463c43,library
_FF_MSGBANNER,0x463dba,library
_XcptFilter,0x463df3,library
FUN_00463f57,0x463f57,library
_setenvp,0x463fc0,library
FUN_00464087,0x464087,library
FUN_004641f3,0x4641f3,library
__crtGetEnvironmentStringsA,0x464295,library
FUN_004643b7,0x4643b7,library
FUN_004643fb,0x4643fb,library
FUN_0046443f,0x46443f,library
has_osfxsr_set,0x4646d3,library
FUN_00464708,0x464708,library
FUN_0046475f,0x46475f,library
_rt_probe_read4@4,0x464830,library
_CIpow_pentium4,0x464880,library
_pow_pentium4,0x464899,library
FUN_004653d0,0x4653d0,library
FUN_00465448,0x465448,library
FUN_0046545a,0x46545a,library
FUN_00465474,0x465474,library
FUN_00465484,0x465484,library
FUN_00465489,0x465489,library
FUN_00465498,0x465498,library
FUN_0046549d,0x46549d,library
FUN_004654b7,0x4654b7,library
FUN_004654b8,0x4654b8,library
FUN_004654d2,0x4654d2,library
FUN_004654d9,0x4654d9,library
FUN_00465502,0x465502,library
FUN_0046550f,0x46550f,library
FUN_00465521,0x465521,library
FUN_0046552e,0x46552e,library
FUN_00465571,0x465571,library
FUN_00465596,0x465596,library
FUN_004655a5,0x4655a5,library
FUN_004655d6,0x4655d6,library
FUN_004655d7,0x4655d7,library
_powhlp,0x465641,library
FUN_004657ac,0x4657ac,library
FUN_00465869,0x465869,library
FUN_00465884,0x465884,library
tolower,0x46594c,library
_ZeroTail,0x46596e,library
_IncMan,0x4659a0,library
_RoundMan,0x4659ed,library
_CopyMan,0x465a5f,library
_IsZeroMan,0x465a7a,library
_ShrMan,0x465a93,library
_ld12cvt,0x465b0e,library
FID_conflict:__ld12tod,0x465c66,library
FID_conflict:__ld12tod,0x465c7c,library
FUN_00465c92,0x465c92,library
FUN_00465cd5,0x465cd5,library
FUN_00465d18,0x465d18,library
__dtold,0x465d8f,library
FUN_00465e49,0x465e49,library
FUN_00465ebb,0x465ebb,library
_abstract_cw,0x465ec4,library
_hw_cw,0x465f56,library
_control87,0x465fe4,library
_controlfp,0x466016,library
_getbuf,0x46602c,library
_isatty,0x466070,library
__wctomb_mt,0x46609a,library
wctomb,0x4660fa,library
_aulldvrm,0x466130,library
__crtMessageBoxA,0x4661c5,library
strncpy,0x4662c0,library
__crtInitCritSecNoSpinCount@8,0x4663e4,library
__crtInitCritSecAndSpinCount,0x4663f4,library
FUN_0046647f,0x46647f,library
__crtGetStringTypeA,0x46657d,library
__free_lc_time,0x466737,library
__free_lconv_num,0x4668c7,library
__free_lconv_mon,0x466926,library
strcspn,0x466a00,library
strcmp,0x466a50,library
FUN_00466ae0,0x466ae0,library
strpbrk,0x466ba0,library
FUN_00466be0,0x466be0,library
setSBCS,0x466c0f,library
FUN_00466c38,0x466c38,library
__updatetmbcinfo,0x466dca,library
FUN_00466e30,0x466e30,library
FUN_00466e39,0x466e39,library
_setmbcp,0x466fcf,library
FUN_00467116,0x467116,library
__initmbctable,0x46711f,library
FID_conflict:_ValidateRead,0x46713d,library
FID_conflict:_ValidateRead,0x467159,library
ValidateExecute,0x467175,library
abort,0x46718d,library
FUN_004671a5,0x4671a5,library
_set_osfhnd,0x4671a8,library
_free_osfhnd,0x467224,library
_get_osfhandle,0x4672a3,library
FUN_004672e4,0x4672e4,library
_unlock_fhandle,0x467357,library
FUN_00467379,0x467379,library
_commit,0x4674c6,library
FUN_00467566,0x467566,library
FUN_00467582,0x467582,library
FUN_0046761d,0x46761d,library
_sopen,0x467904,library
FUN_00467949,0x467949,library
_lseeki64_lk,0x467959,library
__crtLCMapStringA,0x4679dc,library
FUN_00467d98,0x467d98,library
FUN_00467dc9,0x467dc9,library
FUN_00467dda,0x467dda,library
FUN_00467eab,0x467eab,library
__addl,0x467ebe,library
__add_12,0x467edf,library
__shl_12,0x467f3d,library
__shr_12,0x467f6b,library
FUN_00467f98,0x467f98,library
FUN_0046807c,0x46807c,library
FUN_004684b6,0x4684b6,library
siglookup,0x46874a,library
raise,0x468778,library
FUN_004688b3,0x4688b3,library
FUN_004688f1,0x4688f1,library
FUN_0046893a,0x46893a,library
__ascii_stricmp,0x468b10,library
FUN_00468b5e,0x468b5e,library
FUN_00468c99,0x468c99,library
FUN_00468ed1,0x468ed1,library
__ascii_strnicmp,0x468f60,library
FUN_00468fc1,0x468fc1,library
FUN_00469030,0x469030,library
FUN_00469040,0x469040,library
FUN_00469046,0x469046,library
KERNEL32.DLL::RtlUnwind,0x4690fe,library
Unwind@00469110,0x469110,library
Unwind@00469125,0x469125,library
Unwind@00469140,0x469140,library
Unwind@00469160,0x469160,library
Unwind@00469168,0x469168,library
Unwind@00469173,0x469173,library
Unwind@00469190,0x469190,library
Unwind@004691a5,0x4691a5,library
Unwind@004691c0,0x4691c0,library
Unwind@004691e0,0x4691e0,library
Unwind@004691e8,0x4691e8,library
Unwind@00469200,0x469200,library
Unwind@00469214,0x469214,library
Unwind@0046922b,0x46922b,library
Unwind@00469242,0x469242,library
Unwind@00469260,0x469260,library
Unwind@00469280,0x469280,library
Unwind@004692a0,0x4692a0,library
Unwind@004692c0,0x4692c0,library
Unwind@004692cb,0x4692cb,library
Unwind@004692e0,0x4692e0,library
Unwind@00469300,0x469300,library
Unwind@00469308,0x469308,library
Unwind@00469340,0x469340,library
Unwind@00469358,0x469358,library
Unwind@0046936c,0x46936c,library
Unwind@00469376,0x469376,library
Unwind@00469380,0x469380,library
Unwind@0046938a,0x46938a,library
Unwind@00469394,0x469394,library
Unwind@0046939e,0x46939e,library
Unwind@004693a8,0x4693a8,library
INIT_G_ASCII_MANAGER,0x4693c0,library
INIT_G_ASCII_MANAGER_CALC_CHAIN,0x4693e0,library
INIT_G_ASCII_MANAGER_ON_DRAW_MENUS_CHAIN,0x469400,library
INIT_G_ASCII_MANAGER_ON_DRAW_HIGH_PRIO_CHAIN,0x469420,library
INIT_G_STAGE,0x469440,library
INIT_G_STAGE_CALC_CHAIN,0x469460,library
INIT_G_STAGE_ON_DRAW_HIGH_PRIO_CHAIN,0x469480,library
INIT_G_STAGE_ON_DRAW_LOW_PRIO_CHAIN,0x4694a0,library
INIT_G_UNKNOWN_UNUSED_CHAIN_ELEM,0x4694c0,library
FUN_004694e0,0x4694e0,library
INIT_G_EFFECT_MANAGER,0x469530,library
INIT_G_EFFECT_MANAGER_CALC_CHAIN,0x469550,library
INIT_G_EFFECT_MANAGER_ON_DRAW_CHAIN,0x469570,library
INIT_G_ENEMY_MANAGER_CALC_CHAIN,0x469590,library
INIT_G_ENEMY_MANAGER_DRAW_CHAIN,0x4695b0,library
INIT_G_ENEMY_MANAGER,0x4695d0,library
INIT_G_BULLET_MANAGER_CALC_CHAIN,0x4695e0,library
INIT_G_BULLET_MANAGER_DRAW_CHAIN,0x469600,library
INIT_G_BULLET_MANAGER,0x469620,library
INIT_G_GUI_CALC_CHAIN,0x46962f,library
INIT_G_GUI_DRAW_CHAIN,0x469649,library
INIT_G_GAME_MANAGER,0x469663,library
INIT_G_GAME_MANAGER_CALC_CHAIN,0x469672,library
INIT_G_GAME_MANAGER_DRAW_CHAIN,0x46968c,library
INIT_G_CHAIN,0x4696b0,library
FUN_004696d0,0x4696d0,library
FUN_004696f0,0x4696f0,library
$E1,0x469710,library
INIT_ITEM_MANAGER,0x469750,library
FUN_00469770,0x469770,library
FUN_00469790,0x469790,library
INIT_G_GAME_CONTEXT,0x4697ac,library
INIT_G_PLAYER,0x4697d0,library
FUN_004697f0,0x4697f0,library
INIT_G_SOUND_PLAYER,0x469810,library
INIT_g_PrimitivesToDrawVertexBuf,0x469830,library
INIT_G_PrimitivesToDrawNoVertexBuf,0x469870,library
INIT_g_PrimitivesToDrawUnknown,0x4698b0,library
INIT_G_MAIN_MENU,0x4698e9,library
FINI_G_ASCII_MANAGER_CALC_CHAIN,0x469900,library
FINI_G_ASCII_MANAGER_ON_DRAW_MENUS_CHAIN,0x469910,library
FINI_G_ASCII_MANAGER_ON_DRAW_HIGH_PRIO_CHAIN,0x469920,library
FINI_G_STAGE_CALC_CHAIN,0x469930,library
FINI_G_STAGE_ON_DRAW_HIGH_PRIO_CHAIN,0x469940,library
FINI_G_STAGE_ON_DRAW_LOW_PRIO_CHAIN,0x469950,library
FINI_G_UNKNOWN_UNUSED_CHAIN_ELEM,0x469960,library
FINI_G_EFFECT_MANAGER_CALC_CHAIN,0x469970,library
FINI_G_EFFECT_MANAGER_ON_DRAW_CHAIN,0x469980,library
FUN_00469990,0x469990,library
FUN_004699a0,0x4699a0,library
FINI_G_BULLET_MANAGER_CALC_CHAIN,0x4699b0,library
FINI_G_BULLET_MANAGER_DRAW_CHAIN,0x4699c0,library
FUN_004699cf,0x4699cf,library
FUN_004699de,0x4699de,library
FINI_G_GAME_MANAGER_CALC_CHAIN,0x4699ed,library
FINI_G_GAME_MANAGER_DRAW_CHAIN,0x4699fc,library
FINI_G_CHAIN,0x469a10,library
FUN_00469a20,0x469a20,library
th06::GameErrorContext::~GameErrorContext,0x469a30,library
FUN_00469a40,0x469a40,library
FUN_00469a50,0x469a50,library
